STATE,Year,Crime Type,Number
Jharkhand,2001,DOWRY DEATHS,217
Jharkhand,2002,DOWRY DEATHS,275
Jharkhand,2003,DOWRY DEATHS,262
Jharkhand,2004,DOWRY DEATHS,275
Jharkhand,2005,DOWRY DEATHS,257
Jharkhand,2006,DOWRY DEATHS,281
Jharkhand,2007,DOWRY DEATHS,303
Jharkhand,2008,DOWRY DEATHS,266
Jharkhand,2009,DOWRY DEATHS,295
Jharkhand,2010,DOWRY DEATHS,276
Jharkhand,2011,DOWRY DEATHS,282
Jharkhand,2012,DOWRY DEATHS,302
Karnataka,2001,DOWRY DEATHS,220
Karnataka,2002,DOWRY DEATHS,233
Karnataka,2003,DOWRY DEATHS,194
Karnataka,2004,DOWRY DEATHS,259
Karnataka,2005,DOWRY DEATHS,261
Karnataka,2006,DOWRY DEATHS,244
Karnataka,2007,DOWRY DEATHS,251
Karnataka,2008,DOWRY DEATHS,259
Karnataka,2009,DOWRY DEATHS,264
Karnataka,2010,DOWRY DEATHS,248
Karnataka,2011,DOWRY DEATHS,267
Karnataka,2012,DOWRY DEATHS,218
Kerala,2001,DOWRY DEATHS,27
Kerala,2002,DOWRY DEATHS,17
Kerala,2003,DOWRY DEATHS,33
Kerala,2004,DOWRY DEATHS,31
Kerala,2005,DOWRY DEATHS,21
Kerala,2006,DOWRY DEATHS,25
Kerala,2007,DOWRY DEATHS,27
Kerala,2008,DOWRY DEATHS,31
Kerala,2009,DOWRY DEATHS,20
Kerala,2010,DOWRY DEATHS,22
Kerala,2011,DOWRY DEATHS,15
Kerala,2012,DOWRY DEATHS,32
Lakshadweep,2001,DOWRY DEATHS,0
Lakshadweep,2002,DOWRY DEATHS,0
Lakshadweep,2003,DOWRY DEATHS,0
Lakshadweep,2004,DOWRY DEATHS,0
Lakshadweep,2005,DOWRY DEATHS,0
Lakshadweep,2006,DOWRY DEATHS,0
Lakshadweep,2007,DOWRY DEATHS,0
Lakshadweep,2008,DOWRY DEATHS,0
Lakshadweep,2009,DOWRY DEATHS,0
Lakshadweep,2010,DOWRY DEATHS,0
Lakshadweep,2011,DOWRY DEATHS,0
Lakshadweep,2012,DOWRY DEATHS,0
Madhya Pradesh,2001,DOWRY DEATHS,609
Madhya Pradesh,2002,DOWRY DEATHS,674
Madhya Pradesh,2003,DOWRY DEATHS,648
Madhya Pradesh,2004,DOWRY DEATHS,751
Madhya Pradesh,2005,DOWRY DEATHS,739
Madhya Pradesh,2006,DOWRY DEATHS,764
Madhya Pradesh,2007,DOWRY DEATHS,742
Madhya Pradesh,2008,DOWRY DEATHS,805
Madhya Pradesh,2009,DOWRY DEATHS,858
Madhya Pradesh,2010,DOWRY DEATHS,892
Madhya Pradesh,2011,DOWRY DEATHS,811
Madhya Pradesh,2012,DOWRY DEATHS,743
Maharashtra,2001,DOWRY DEATHS,308
Maharashtra,2002,DOWRY DEATHS,303
Maharashtra,2003,DOWRY DEATHS,368
Maharashtra,2004,DOWRY DEATHS,314
Maharashtra,2005,DOWRY DEATHS,341
Maharashtra,2006,DOWRY DEATHS,387
Maharashtra,2007,DOWRY DEATHS,436
Maharashtra,2008,DOWRY DEATHS,390
Maharashtra,2009,DOWRY DEATHS,341
Maharashtra,2010,DOWRY DEATHS,393
Maharashtra,2011,DOWRY DEATHS,339
Maharashtra,2012,DOWRY DEATHS,329
Manipur,2001,DOWRY DEATHS,0
Manipur,2002,DOWRY DEATHS,0
Manipur,2003,DOWRY DEATHS,0
Manipur,2004,DOWRY DEATHS,0
Manipur,2005,DOWRY DEATHS,0
Manipur,2006,DOWRY DEATHS,0
Manipur,2007,DOWRY DEATHS,0
Manipur,2008,DOWRY DEATHS,1
Manipur,2009,DOWRY DEATHS,0
Manipur,2010,DOWRY DEATHS,0
Manipur,2011,DOWRY DEATHS,1
Manipur,2012,DOWRY DEATHS,0
Meghalaya,2001,DOWRY DEATHS,0
Meghalaya,2002,DOWRY DEATHS,0
Meghalaya,2003,DOWRY DEATHS,0
Meghalaya,2004,DOWRY DEATHS,2
Meghalaya,2005,DOWRY DEATHS,1
Meghalaya,2006,DOWRY DEATHS,6
Meghalaya,2007,DOWRY DEATHS,2
Meghalaya,2008,DOWRY DEATHS,2
Meghalaya,2009,DOWRY DEATHS,0
Meghalaya,2010,DOWRY DEATHS,0
Meghalaya,2011,DOWRY DEATHS,1
Meghalaya,2012,DOWRY DEATHS,1
Mizoram,2001,DOWRY DEATHS,0
Mizoram,2002,DOWRY DEATHS,0
Mizoram,2003,DOWRY DEATHS,0
Mizoram,2004,DOWRY DEATHS,0
Mizoram,2005,DOWRY DEATHS,4
Mizoram,2006,DOWRY DEATHS,0
Mizoram,2007,DOWRY DEATHS,0
Mizoram,2008,DOWRY DEATHS,0
Mizoram,2009,DOWRY DEATHS,0
Mizoram,2010,DOWRY DEATHS,0
Mizoram,2011,DOWRY DEATHS,0
Mizoram,2012,DOWRY DEATHS,0
Nagaland,2001,DOWRY DEATHS,0
Nagaland,2002,DOWRY DEATHS,0
Nagaland,2003,DOWRY DEATHS,0
Nagaland,2004,DOWRY DEATHS,0
Nagaland,2005,DOWRY DEATHS,0
Nagaland,2006,DOWRY DEATHS,0
Nagaland,2007,DOWRY DEATHS,0
Nagaland,2008,DOWRY DEATHS,0
Nagaland,2009,DOWRY DEATHS,0
Nagaland,2010,DOWRY DEATHS,0
Nagaland,2011,DOWRY DEATHS,0
Nagaland,2012,DOWRY DEATHS,0
Odisha,2001,DOWRY DEATHS,294
Odisha,2002,DOWRY DEATHS,248
Odisha,2003,DOWRY DEATHS,279
Odisha,2004,DOWRY DEATHS,319
Odisha,2005,DOWRY DEATHS,334
Odisha,2006,DOWRY DEATHS,457
Odisha,2007,DOWRY DEATHS,461
Odisha,2008,DOWRY DEATHS,401
Odisha,2009,DOWRY DEATHS,384
Odisha,2010,DOWRY DEATHS,388
Odisha,2011,DOWRY DEATHS,465
Odisha,2012,DOWRY DEATHS,525
Puducherry,2001,DOWRY DEATHS,1
Puducherry,2002,DOWRY DEATHS,5
Puducherry,2003,DOWRY DEATHS,1
Puducherry,2004,DOWRY DEATHS,6
Puducherry,2005,DOWRY DEATHS,4
Puducherry,2006,DOWRY DEATHS,3
Puducherry,2007,DOWRY DEATHS,2
Puducherry,2008,DOWRY DEATHS,2
Puducherry,2009,DOWRY DEATHS,0
Puducherry,2010,DOWRY DEATHS,1
Puducherry,2011,DOWRY DEATHS,1
Puducherry,2012,DOWRY DEATHS,0
Punjab,2001,DOWRY DEATHS,159
Punjab,2002,DOWRY DEATHS,166
Punjab,2003,DOWRY DEATHS,110
Punjab,2004,DOWRY DEATHS,113
Punjab,2005,DOWRY DEATHS,99
Punjab,2006,DOWRY DEATHS,130
Punjab,2007,DOWRY DEATHS,133
Punjab,2008,DOWRY DEATHS,128
Punjab,2009,DOWRY DEATHS,126
Punjab,2010,DOWRY DEATHS,121
Punjab,2011,DOWRY DEATHS,143
Punjab,2012,DOWRY DEATHS,118
Rajasthan,2001,DOWRY DEATHS,376
Rajasthan,2002,DOWRY DEATHS,399
Rajasthan,2003,DOWRY DEATHS,389
Rajasthan,2004,DOWRY DEATHS,379
Rajasthan,2005,DOWRY DEATHS,361
Rajasthan,2006,DOWRY DEATHS,394
Rajasthan,2007,DOWRY DEATHS,439
Rajasthan,2008,DOWRY DEATHS,439
Rajasthan,2009,DOWRY DEATHS,436
Rajasthan,2010,DOWRY DEATHS,462
Rajasthan,2011,DOWRY DEATHS,514
Rajasthan,2012,DOWRY DEATHS,478
Sikkim,2001,DOWRY DEATHS,0
Sikkim,2002,DOWRY DEATHS,0
Sikkim,2003,DOWRY DEATHS,0
Sikkim,2004,DOWRY DEATHS,0
Sikkim,2005,DOWRY DEATHS,0
Sikkim,2006,DOWRY DEATHS,0
Sikkim,2007,DOWRY DEATHS,0
Sikkim,2008,DOWRY DEATHS,0
Sikkim,2009,DOWRY DEATHS,0
Sikkim,2010,DOWRY DEATHS,1
Sikkim,2011,DOWRY DEATHS,0
Sikkim,2012,DOWRY DEATHS,1
Tamil Nadu,2001,DOWRY DEATHS,191
Tamil Nadu,2002,DOWRY DEATHS,243
Tamil Nadu,2003,DOWRY DEATHS,220
Tamil Nadu,2004,DOWRY DEATHS,225
Tamil Nadu,2005,DOWRY DEATHS,215
Tamil Nadu,2006,DOWRY DEATHS,187
Tamil Nadu,2007,DOWRY DEATHS,208
Tamil Nadu,2008,DOWRY DEATHS,207
Tamil Nadu,2009,DOWRY DEATHS,194
Tamil Nadu,2010,DOWRY DEATHS,165
Tamil Nadu,2011,DOWRY DEATHS,152
Tamil Nadu,2012,DOWRY DEATHS,110
Tripura,2001,DOWRY DEATHS,16
Tripura,2002,DOWRY DEATHS,16
Tripura,2003,DOWRY DEATHS,20
Tripura,2004,DOWRY DEATHS,20
Tripura,2005,DOWRY DEATHS,34
Tripura,2006,DOWRY DEATHS,35
Tripura,2007,DOWRY DEATHS,36
Tripura,2008,DOWRY DEATHS,16
Tripura,2009,DOWRY DEATHS,29
Tripura,2010,DOWRY DEATHS,25
Tripura,2011,DOWRY DEATHS,30
Tripura,2012,DOWRY DEATHS,37
Uttar Pradesh,2001,DOWRY DEATHS,2211
Uttar Pradesh,2002,DOWRY DEATHS,1893
Uttar Pradesh,2003,DOWRY DEATHS,1322
Uttar Pradesh,2004,DOWRY DEATHS,1708
Uttar Pradesh,2005,DOWRY DEATHS,1564
Uttar Pradesh,2006,DOWRY DEATHS,1798
Uttar Pradesh,2007,DOWRY DEATHS,2076
Uttar Pradesh,2008,DOWRY DEATHS,2237
Uttar Pradesh,2009,DOWRY DEATHS,2232
Uttar Pradesh,2010,DOWRY DEATHS,2217
Uttar Pradesh,2011,DOWRY DEATHS,2322
Uttar Pradesh,2012,DOWRY DEATHS,2244
Uttarakhand,2001,DOWRY DEATHS,56
Uttarakhand,2002,DOWRY DEATHS,66
Uttarakhand,2003,DOWRY DEATHS,93
Uttarakhand,2004,DOWRY DEATHS,82
Uttarakhand,2005,DOWRY DEATHS,63
Uttarakhand,2006,DOWRY DEATHS,80
Uttarakhand,2007,DOWRY DEATHS,70
Uttarakhand,2008,DOWRY DEATHS,73
Uttarakhand,2009,DOWRY DEATHS,94
Uttarakhand,2010,DOWRY DEATHS,75
Uttarakhand,2011,DOWRY DEATHS,83
Uttarakhand,2012,DOWRY DEATHS,71
West Bengal,2001,DOWRY DEATHS,265
West Bengal,2002,DOWRY DEATHS,273
West Bengal,2003,DOWRY DEATHS,329
West Bengal,2004,DOWRY DEATHS,396
West Bengal,2005,DOWRY DEATHS,446
West Bengal,2006,DOWRY DEATHS,445
West Bengal,2007,DOWRY DEATHS,451
West Bengal,2008,DOWRY DEATHS,451
West Bengal,2009,DOWRY DEATHS,506
West Bengal,2010,DOWRY DEATHS,507
West Bengal,2011,DOWRY DEATHS,510
West Bengal,2012,DOWRY DEATHS,593
A & N Islands,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,19
A & N Islands,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,17
A & N Islands,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,9
A & N Islands,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,6
A & N Islands,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,11
A & N Islands,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,14
A & N Islands,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,21
A & N Islands,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,24
A & N Islands,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,30
A & N Islands,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,31
A & N Islands,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,15
A & N Islands,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,17
Andhra Pradesh,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3544
Andhra Pradesh,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3799
Andhra Pradesh,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4128
Andhra Pradesh,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3817
Andhra Pradesh,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3595
Andhra Pradesh,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4534
Andhra Pradesh,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4406
Andhra Pradesh,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4730
Andhra Pradesh,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,5147
Andhra Pradesh,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4634
Andhra Pradesh,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4849
Andhra Pradesh,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4816
Arunachal Pradesh,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,78
Arunachal Pradesh,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,68
Arunachal Pradesh,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,43
Arunachal Pradesh,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,61
Arunachal Pradesh,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,67
Arunachal Pradesh,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,63
Arunachal Pradesh,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,72
Arunachal Pradesh,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,72
Arunachal Pradesh,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,58
Arunachal Pradesh,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,84
Arunachal Pradesh,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,51
Arunachal Pradesh,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,67
Assam,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,850
Assam,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,984
Assam,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,878
Assam,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,883
Assam,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,899
Assam,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1290
Assam,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,789
Assam,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1272
Assam,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1342
Assam,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1400
Assam,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1193
Assam,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1840
Bihar,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,562
Bihar,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,621
Bihar,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,688
Bihar,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,704
Bihar,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,451
Bihar,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,530
Bihar,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,853
Bihar,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,999
Bihar,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,726
Bihar,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,534
Bihar,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,790
Bihar,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,118
Chandigarh,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,24
Chandigarh,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,36
Chandigarh,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,11
Chandigarh,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,20
Chandigarh,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,31
Chandigarh,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,20
Chandigarh,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,32
Chandigarh,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,19
Chandigarh,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,26
Chandigarh,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,29
Chandigarh,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,21
Chandigarh,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,45
Chhattisgarh,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1763
Chhattisgarh,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1483
Chhattisgarh,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1481
Chhattisgarh,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1661
Chhattisgarh,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1450
Chhattisgarh,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1598
Chhattisgarh,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1549
Chhattisgarh,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1621
Chhattisgarh,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1598
Chhattisgarh,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1706
Chhattisgarh,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1654
Chhattisgarh,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1601
D & N Haveli,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,7
D & N Haveli,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3
D & N Haveli,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4
D & N Haveli,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,5
D & N Haveli,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,5
D & N Haveli,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,5
D & N Haveli,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0
D & N Haveli,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4
D & N Haveli,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2
D & N Haveli,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,11
D & N Haveli,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2
D & N Haveli,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2
Daman & Diu,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0
Daman & Diu,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0
Daman & Diu,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3
Daman & Diu,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1
Daman & Diu,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1
Daman & Diu,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2
Daman & Diu,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0
Daman & Diu,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2
Daman & Diu,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4
Daman & Diu,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2
Daman & Diu,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0
Daman & Diu,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0
Goa,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,17
Goa,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,18
Goa,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,19
Goa,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,23
Goa,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,30
Goa,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,18
Goa,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,20
Goa,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,32
Goa,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,37
Goa,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,36
Goa,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,29
Goa,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,49
Gujarat,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,756
Gujarat,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,750
Gujarat,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,722
Gujarat,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,757
Gujarat,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,802
Gujarat,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,736
Gujarat,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,822
Gujarat,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,828
Gujarat,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,727
Gujarat,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,668
Gujarat,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,685
Gujarat,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,745
Haryana,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,478
Haryana,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,454
Haryana,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,344
Haryana,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,403
Haryana,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,380
Haryana,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,486
Haryana,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,417
Haryana,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,435
Haryana,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,451
Haryana,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,476
Haryana,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,474
Haryana,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,525
Himachal Pradesh,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,310
Himachal Pradesh,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,326
Himachal Pradesh,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,250
Himachal Pradesh,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,284
Himachal Pradesh,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,286
Himachal Pradesh,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,275
Himachal Pradesh,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,322
Himachal Pradesh,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,295
Himachal Pradesh,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,318
Himachal Pradesh,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,350
Himachal Pradesh,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,331
Himachal Pradesh,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,250
Jammu & Kashmir,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,622
Jammu & Kashmir,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,785
Jammu & Kashmir,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,875
Jammu & Kashmir,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,990
Jammu & Kashmir,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,830
Jammu & Kashmir,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,960
Jammu & Kashmir,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,986
Jammu & Kashmir,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,935
Jammu & Kashmir,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,972
Jammu & Kashmir,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1038
Jammu & Kashmir,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1194
Jammu & Kashmir,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1322
Jharkhand,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,297
Jharkhand,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,411
Jharkhand,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,424
